,station_name,installed_capacity,planned_capacity,winter_valley_18_19,winter_peak_18_19,summer_valley_18_19,summer_peak_18_19,winter_valley_16_17,winter_peak_16_17,summer_valley_16_17,summer_peak_16_17
390,Athlone,{4.47},13.1,3.1,7.8,8.7,9.9,3.2,8.4,,
391,Athlone,,9.0,1.6,5.8,10.1,11.2,1.0,10.0,,
392,Athlone,,8.1,3.7,7.5,5.9,8.5,3.1,,,
393,Athlone,,2.9,2.2,3.8,3.4,3.4,2.9,3.4,,
394,Athlone,{0.70},7.9,3.9,7.1,8.3,10.9,4.5,6.4,,
395,Athlone,20,17.2,5.3,13.3,15.5,18.6,4.0,9.8,,
396,Athlone,10,8.1,3.7,7.5,5.7,7.9,3.0,0.1,,
397,Athlone,,8.4,3.8,7.7,6.0,8.3,3.2,4.5,,
398,Athlone,,2.9,1.4,2.6,2.6,2.3,1.2,2.4,,
399,Athlone,,4.0,1.1,2.0,2.4,4.1,1.1,2.0,,
400,Athlone,,0.3,1.3,2.9,0.1,0.1,0.0,0.0,,
401,Athlone,,1.3,0.1,0.2,1.0,1.8,0.8,0.2,,
402,Athlone,10,9.0,1.6,5.8,9.7,10.7,1.0,9.7,,
403,Athlone,,9.1,1.6,5.8,9.7,10.7,1.2,5.2,,
404,Athlone,,2.4,0.4,0.0,1.0,1.2,0.2,0.4,,
405,Athlone,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
406,Athlone,,4.1,0.0,3.2,4.0,4.0,0.3,3.2,,
407,Athlone,,2.6,1.2,2.6,4.7,5.5,0.6,1.6,,
408,Athy,"{1.12}
40",16.6,5.9,13.5,16.3,21.0,6.8,11.8,,
409,Athy,20,8.2,3.1,6.7,0.0,0.0,0.0,0.0,,
410,Athy,,8.3,3.3,6.9,8.2,10.7,4.0,0.0,,
411,Athy,,1.6,0.9,1.4,1.5,2.2,1.4,0.0,,
412,Athy,,1.7,0.5,1.5,1.7,1.6,0.5,0.0,,
413,Athy,,2.0,0.6,1.6,2.0,2.7,0.6,0.0,,
414,Athy,,1.3,0.5,1.0,1.3,2.4,0.5,0.0,,
415,Athy,,0.4,0.3,0.2,0.6,0.7,0.6,0.0,,
416,Athy,,1.3,0.4,1.2,1.3,1.1,0.4,0.0,,
417,Athy,"{1.12}
20",8.4,2.8,6.8,16.3,21.0,6.8,11.8,,
418,Athy,,7.7,2.7,6.4,7.7,9.6,2.7,11.8,,
419,Athy,,1.3,0.0,0.7,0.9,1.4,0.7,1.4,,
420,Athy,,1.4,0.7,1.4,1.7,1.3,0.2,3.8,,
421,Athy,,1.1,0.4,1.1,1.2,1.3,0.4,2.8,,
422,Athy,,0.5,0.3,0.4,0.5,0.8,0.3,0.4,,
423,Athy,{1.12},1.5,0.7,1.3,1.7,2.4,0.7,1.4,,
424,Athy,,1.9,0.6,1.5,1.8,2.3,0.5,1.9,,
425,Bagenalstown,"{0.53}
9",9.4,3.0,8.4,10.1,9.9,2.6,8.2,,
426,Bagenalstown,4.5,4.7,1.5,4.2,5.1,4.9,1.4,4.1,,
427,Bagenalstown,"{0.53}
4.5",4.7,1.5,4.2,5.0,5.0,1.2,4.1,,
428,Bagenalstown,,9.8,2.5,6.5,9.8,9.7,2.2,6.3,,
429,Bagenalstown,,2.4,0.4,1.8,2.2,1.8,0.0,0.0,,
430,Bagenalstown,,3.1,1.4,2.9,2.8,2.3,0.7,2.5,,
431,Bagenalstown,{0.53},2.9,0.0,0.0,2.3,3.0,0.7,2.1,,
432,Bagenalstown,,1.4,0.7,1.8,2.5,2.6,0.7,1.7,,
433,Bailieboro,"{19.69}
24",3.9,1.5,3.8,5.8,4.4,1.8,3.8,,
434,Bailieboro,"{5.48}
4.5",1.9,0.7,1.9,2.9,2.2,0.9,2.0,,
435,Bailieboro,4.5,1.9,0.7,1.9,2.9,2.2,0.9,1.8,,
436,Bailieboro,,9.0,5.8,5.2,4.1,4.4,0.4,1.4,,
437,Bailieboro,,0.3,0.1,0.3,0.3,0.2,,,,
438,Bailieboro,,0.8,0.4,0.7,0.7,1.2,,,,
439,Bailieboro,,0.6,0.4,0.6,0.6,0.8,,,,
440,Bailieboro,{5.48},5.1,4.4,2.2,0.6,0.0,0.0,0.0,,
441,Bailieboro,,0.5,0.0,0.0,0.5,0.5,0.0,0.0,,
442,Bailieboro,,1.7,0.5,1.4,1.5,1.7,0.4,1.4,,
443,Bailieboro,"{14.21}
15",0.0,0.0,0.0,,,,,,
444,Bailieboro,,0.0,0.0,0.0,,,,,,
445,Bailieboro,{4.74},,,,,,,,,
446,Bailieboro,{9.47},,,,,,,,,
447,Bailieboro,{14.21},0.0,0.0,0.0,,,,,,
448,Balbriggan,20,7.6,2.1,5.5,7.8,11.9,2.8,5.9,,
449,Balbriggan,10,2.2,0.9,1.8,2.4,4.4,1.0,2.0,,
450,Balbriggan,,2.3,1.0,1.8,2.3,4.1,0.9,1.9,,
451,Balbriggan,,0.1,0.1,0.1,0.2,0.2,0.0,0.1,,
452,Balbriggan,,2.1,0.9,1.8,2.1,4.0,0.9,1.8,,
453,Balbriggan,10,5.4,1.3,3.7,5.4,7.5,1.9,3.9,,
454,Balbriggan,,5.3,1.4,3.9,3.3,4.1,1.3,2.7,,
455,Balbriggan,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
456,Balbriggan,,1.8,0.7,1.3,1.5,2.3,0.5,1.3,,
457,Balbriggan,,1.8,0.7,1.3,1.7,1.9,0.7,1.4,,
458,Balbriggan,,1.7,0.1,1.4,,,,,,
459,Ballaghaderreen,"{3.79}
9",7.2,3.3,5.8,5.8,6.8,3.3,4.8,,
460,Ballaghaderreen,"{3.79}
4.5",3.6,1.7,2.9,2.9,3.4,1.7,2.4,,
461,Ballaghaderreen,4.5,3.6,1.7,2.9,2.9,3.4,1.7,2.4,,
462,Ballaghaderreen,,6.4,3.1,5.6,6.0,6.8,3.4,4.9,,
463,Ballaghaderreen,,3.6,2.4,3.6,3.1,3.0,2.3,2.6,,
464,Ballaghaderreen,,1.7,0.6,1.2,1.6,2.2,0.6,1.3,,
465,Ballaghaderreen,,1.0,0.0,0.7,0.7,1.1,0.4,0.7,,
466,Ballaghaderreen,,0.1,0.0,0.1,0.5,0.5,0.2,0.4,,
467,Ballaghaderreen,{3.79},,,,,,,,,
468,Ballaghaderreen,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,
469,Ballinacurra,15,7.6,2.5,5.3,8.9,9.5,3.3,7.5,,
470,Ballinacurra,5,2.9,0.7,1.9,3.6,4.0,1.0,2.8,,
471,Ballinacurra,,2.9,0.8,1.9,3.5,4.0,1.0,2.8,,
472,Ballinacurra,,0.6,0.3,0.4,0.6,0.8,0.3,0.4,,
473,Ballinacurra,,1.5,0.5,1.5,3.0,3.2,0.7,2.4,,
483,Ballinacurra,,,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0
484,Ballinacurra,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,Ballinacurra,10,10,4.7,4.9,1.8,3.4,5.3,5.5,2.3,4.7
486,Ballinacurra,,,4.6,4.8,1.8,3.4,5.2,5.5,2.3,4.6
487,Ballinacurra,,,1.0,0.9,0.6,1.1,1.7,1.7,0.6,1.1
488,Ballinacurra,,,0.7,1.1,0.3,0.5,0.7,1.0,0.3,0.6
489,Ballinacurra,,,0.9,1.1,0.4,0.5,0.9,1.1,0.9,1.6
490,Ballinacurra,,,2.0,1.7,0.5,1.3,1.9,1.6,0.5,1.4
491,Ballinasloe,10,9,4.0,4.6,2.0,3.7,4.0,4.7,0.0,3.8
492,Ballinasloe,5,4.5,2.0,2.3,1.0,1.9,0.0,0.0,0.0,0.0
493,Ballinasloe,5,4.5,2.0,2.3,1.0,1.9,4.0,4.7,0.0,3.8
494,Ballinasloe,,,3.9,4.6,1.6,3.0,4.1,4.8,0.0,2.6
495,Ballinasloe,,,0.9,1.6,0.8,1.5,1.5,2.2,0.0,1.6
496,Ballinasloe,,,1.2,1.4,0.0,0.0,0.8,0.9,0.0,0.0
497,Ballinasloe,,,1.8,1.6,0.8,1.4,1.8,1.6,0.0,1.0
498,Ballinasloe,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Ballinclea,10,10,2.7,4.3,1.1,1.5,,,,
500,Ballinclea,10,10,2.7,4.3,1.1,1.5,,,,
501,Ballinclea,,,2.6,4.1,1.1,1.5,2.3,4.1,1.1,1.7
502,Ballinclea,,,0.2,0.4,0.1,0.1,0.2,0.4,0.1,0.1
503,Ballinclea,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Ballinclea,,,1.2,2.0,0.6,0.7,1.1,1.9,0.6,0.8
505,Ballinclea,,,1.2,1.7,0.4,0.7,1.0,1.8,0.4,0.8
506,Ballincollig,40,40,4.4,6.8,1.8,3.4,3.7,7.1,1.8,3.7
507,Ballincollig,10,10,2.6,3.7,0.9,1.8,1.7,3.9,0.9,2.1
508,Ballincollig,,,2.6,3.7,0.8,1.8,1.8,3.8,0.8,2.1
509,Ballincollig,,,0.9,1.6,0.3,0.3,0.0,1.6,0.4,0.7
510,Ballincollig,,,1.7,2.1,0.5,1.4,1.8,2.2,0.5,1.4
511,Ballincollig,10,10,1.9,3.1,0.8,1.6,2.0,3.3,0.9,1.6
512,Ballincollig,,,1.9,3.1,0.9,1.5,2.0,3.3,0.8,1.6
513,Ballincollig,,,1.0,1.5,0.5,0.9,1.0,1.6,0.5,0.9
514,Ballincollig,,,0.9,1.6,0.4,0.6,0.9,1.7,0.3,0.7
515,Ballincollig,10,10,0.0,0.0,0.0,0.0,,,,
516,Ballincollig,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,Ballincollig,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,Ballincollig,10,10,0.0,0.0,0.0,0.0,,,,
519,Ballincollig,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,Ballincollig,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,Ballincollig Hill,,,,,,,,,,
522,Ballincollig Hill,,,,,,,,,,
523,Ballinderry,20,20,9.6,13.3,3.7,7.4,9.0,13.8,3.7,7.9
524,Ballinderry,10,10,4.2,5.5,1.5,3.3,3.8,5.5,1.6,3.5
525,Ballinderry,,,4.3,5.7,1.5,3.3,3.9,5.5,1.6,3.5
526,Ballinderry,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,Ballinderry,,,0.8,1.4,0.3,0.6,0.8,1.4,0.5,1.0
528,Ballinderry,,,0.4,0.7,0.1,0.2,0.3,0.6,0.1,0.2
529,Ballinderry,,,2.0,2.3,0.6,1.5,1.7,2.2,0.6,1.4
530,Ballinderry,,,1.2,1.3,0.5,1.1,1.0,1.3,0.4,0.9
531,Ballinderry,10,10,5.3,7.8,2.1,4.2,5.2,8.3,2.2,4.4
532,Ballinderry,,,5.4,8.0,2.2,4.2,5.2,8.4,2.2,4.4
533,Ballinderry,,,1.8,2.8,0.8,1.3,1.8,3.0,0.7,1.4
534,Ballinderry,,,2.1,3.0,0.8,1.7,2.2,3.3,0.8,1.9
535,Ballinderry,,,1.6,2.2,0.6,1.2,1.3,2.1,0.6,1.1
536,Ballineen,,,0.2,-0.2,1.1,0.0,,,,
537,Ballineen,,,0.2,-0.2,1.1,0.0,,,,
538,Ballinrobe,20,20,6.2,6.8,2.9,5.7,5.3,5.9,1.8,4.4
539,Ballinrobe,10,10,3.1,3.5,1.5,2.9,0.0,0.0,0.0,0.0
540,Ballinrobe,,,1.7,2.3,0.8,1.3,1.5,2.0,0.6,1.2
541,Ballinrobe,,,0.7,0.8,0.3,0.5,0.7,0.8,0.2,0.5
542,Ballinrobe,,,0.5,0.7,0.2,0.4,0.3,0.5,0.1,0.3
543,Ballinrobe,,,0.5,0.7,0.3,0.5,0.5,0.7,0.2,0.4
544,Ballinrobe,10,10,3.0,3.4,1.4,2.8,5.3,5.9,1.8,4.4
545,Ballinrobe,,,4.1,4.0,2.0,4.3,3.5,3.3,1.0,2.9
546,Ballinrobe,,,1.7,1.6,0.5,1.7,1.9,1.8,0.6,1.5
547,Ballinrobe,,,0.4,0.5,0.2,0.5,0.5,0.8,0.2,0.4
548,Ballinrobe,,,2.1,1.9,1.3,2.1,1.1,0.8,0.2,1.0
549,Ballinvally,,,,,,,,,,
550,Ballinvally,,,,,,,,,,
551,Ballyard,10,9,6.0,6.6,2.0,4.9,6.0,6.8,2.5,5.5
552,Ballyard,5,4.5,3.0,3.3,1.0,2.5,3.1,3.5,1.3,2.8
553,Ballyard,5,4.5,3.0,3.3,1.0,2.5,2.9,3.3,1.2,2.7
554,Ballyard,,,5.5,6.1,1.9,4.4,5.5,6.2,2.2,5.0
555,Ballyard,,,0.6,0.6,0.3,0.4,0.5,0.6,0.3,0.4
556,Ballyard,,,3.0,2.6,0.7,2.5,3.0,2.6,1.1,2.4
557,Ballyard,,,0.8,1.2,0.4,0.6,0.7,1.2,0.4,0.6
558,Ballyard,,,0.3,0.2,0.1,0.3,0.3,0.3,0.1,0.3
559,Ballyard,,,0.9,1.5,0.4,0.7,0.9,1.6,0.4,1.4
560,Ballybailie,7,5,3.9,4.9,1.3,3.7,3.5,4.7,1.2,2.8
561,Ballybailie,5,5,3.9,4.9,1.3,3.7,3.5,4.7,1.2,2.7
562,Ballybailie,,,3.7,4.6,1.3,3.5,3.3,4.3,0.9,2.2
563,Ballybailie,,,1.1,1.8,0.5,1.0,1.1,1.8,0.4,0.9
564,Ballybailie,,,0.5,0.5,0.2,0.4,0.5,0.6,,
565,Ballybailie,,,0.9,1.1,0.4,1.1,0.8,1.0,0.3,0.6
566,Ballybailie,,,1.2,1.2,0.2,1.0,0.9,0.9,0.3,0.7
567,Ballybailie,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,Ballybay,10,9,4.4,5.4,1.5,4.4,0.0,0.0,0.0,0.0
569,Ballybay,5,4.5,2.2,2.7,0.8,2.2,,,,
570,Ballybay,5,4.5,2.2,2.7,0.8,2.2,0.0,0.0,0.0,0.0
571,Ballybay,,,5.2,6.2,1.3,3.1,1.5,1.9,0.8,2.8
572,Ballybay,,,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.5
573,Ballybay,,,1.0,1.4,0.4,1.2,0.0,0.0,0.3,1.0
574,Ballybay,,,0.0,0.0,0.3,0.8,0.3,0.4,0.2,0.3
575,Ballybay,,,0.8,0.8,0.6,1.1,0.5,0.8,0.2,1.0
576,Ballybay,,,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0
577,Ballybay,,,1.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0
578,Ballybay,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,Ballybay,,,0.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0
580,Ballybeg,40,40,11.6,14.5,4.2,7.6,10.3,14.0,4.2,8.0
581,Ballybeg,20,20,11.6,14.5,4.2,7.6,10.3,14.0,4.2,8.0
582,Ballybeg,,,11.8,14.9,4.5,8.1,10.6,14.5,4.4,8.4
583,Ballybeg,,,1.1,0.7,0.3,0.6,0.8,0.4,0.2,0.7
584,Ballybeg,,,1.6,2.5,0.8,1.2,1.0,1.7,0.7,0.9
585,Ballybeg,,,0.9,1.1,0.2,0.5,0.7,1.1,0.5,0.6
586,Ballybeg,,,1.7,2.3,0.8,1.0,1.4,2.0,0.6,1.0
587,Ballybeg,,,0.7,1.2,0.3,0.5,1.0,2.0,0.5,0.8
588,Ballybeg,,,1.1,1.6,0.4,0.7,1.0,1.5,0.3,0.7
598,Ballybeg,,,2.5,3.0,0.7,1.8,2.4,3.0,0.7,2.0
599,Ballybeg,,,0.6,0.8,0.3,0.4,0.5,0.9,0.3,0.4
600,Ballybeg,,,,,,,,,,
601,Ballybeg,,,1.6,1.7,0.7,1.3,1.7,2.0,0.7,1.4
602,Ballybeg,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,Ballybeggan,20,18,9.8,11.2,3.9,7.9,9.4,11.5,3.3,7.4
604,Ballybeggan,10,9,4.9,5.6,1.9,4.0,4.7,5.8,1.7,3.7
605,Ballybeggan,10,9,4.9,5.6,1.9,4.0,4.7,5.6,1.6,3.7
606,Ballybeggan,,,9.3,10.3,3.1,7.5,8.8,10.4,2.5,7.0
607,Ballybeggan,,,0.6,0.4,0.1,0.4,0.6,0.4,0.1,0.4
608,Ballybeggan,,,1.5,2.1,0.6,1.2,1.3,2.1,0.6,0.8
609,Ballybeggan,,,0.4,0.4,0.0,0.3,0.4,0.5,0.0,0.4
610,Ballybeggan,,,1.4,1.5,0.4,1.0,1.3,1.5,0.5,0.9
611,Ballybeggan,,,0.5,0.8,0.2,0.4,0.5,0.8,0.1,0.4
612,Ballybeggan,,,0.4,0.5,0.0,0.3,0.3,0.6,0.1,0.2
613,Ballybeggan,,,1.7,1.7,0.6,1.7,1.8,1.8,0.6,1.6
614,Ballybeggan,,,2.8,2.8,1.2,2.4,2.7,2.7,0.7,2.3
615,Ballyboden,20,20,0.0,0.0,0.5,7.3,7.7,13.6,3.3,6.0
616,Ballyboden,10,10,0.0,0.0,0.5,5.2,4.2,7.2,1.9,3.8
617,Ballyboden,,,0.0,0.0,0.6,5.1,4.2,6.9,1.8,3.7
618,Ballyboden,,,0.0,0.0,0.0,1.9,1.3,2.3,0.5,1.1
619,Ballyboden,,,0.0,0.0,0.0,1.2,1.7,2.6,0.7,1.4
620,Ballyboden,,,0.0,0.0,0.0,0.6,0.0,0.0,0.3,0.7
621,Ballyboden,,,0.0,0.0,0.0,0.3,0.5,0.7,0.3,0.5
622,Ballyboden,,,0.0,0.0,0.6,1.1,0.8,1.3,0.0,0.0
623,Ballyboden,10,10,0.0,0.0,0.0,2.1,3.4,6.4,1.4,2.2
624,Ballyboden,,,0.0,0.0,0.0,2.0,3.3,6.2,1.3,2.1
625,Ballyboden,,,0.0,0.0,0.0,0.7,0.8,1.5,0.4,0.6
626,Ballyboden,,,0.0,0.0,0.0,0.6,1.4,2.5,0.3,0.6
627,Ballyboden,,,0.0,0.0,0.0,0.8,1.1,2.3,0.5,0.9
628,Ballybrit,,,0.4,0.2,0.3,1.2,,,,
629,Ballybrit,,,0.4,0.2,0.3,1.2,,,,
630,Ballybrit,,,0.0,0.0,0.0,0.0,,,,
631,Ballybunion,10,9,3.8,3.4,1.5,2.6,1.8,2.5,1.1,2.2
632,Ballybunion,5,4.5,1.9,1.7,0.7,1.3,1.1,1.2,0.5,1.1
633,Ballybunion,5,4.5,1.9,1.7,0.7,1.3,0.7,1.2,0.6,1.2
634,Ballybunion,T421∥T422,,2.3,3.5,1.5,2.4,1.6,2.4,1.5,2.3
635,Ballybunion,,,1.3,1.8,0.6,1.2,1.6,2.4,0.6,1.1
636,Ballybunion,,,0.5,1.1,0.4,0.6,0.0,0.0,0.4,0.5
637,Ballybunion,,,0.6,0.6,0.4,0.6,0.0,0.0,0.5,0.7
638,Ballybunion,,,,,,,,,,
639,Ballyconnell,10,9,5.1,5.9,2.5,4.7,5.6,6.3,3.3,6.1
640,Ballyconnell,5,4.5,2.5,2.9,1.3,2.4,2.8,3.1,1.5,2.9
641,Ballyconnell,5,4.5,2.5,2.9,1.3,2.4,2.8,3.2,1.7,3.1
642,Ballyconnell,T421∥T422,,5.3,6.2,2.7,5.1,5.6,6.5,3.5,6.2
643,Ballyconnell,,,,,,,,,,
644,Ballyconnell,,,2.1,2.3,1.0,1.9,2.5,2.5,1.6,2.8
645,Ballyconnell,,,2.1,2.4,0.9,1.6,2.0,2.4,1.3,2.5
646,Ballyconnell,,,1.1,1.6,0.8,1.5,1.1,1.6,0.5,0.9
647,Ballyconra,,,2.8,3.2,2.2,3.8,,,,
648,Ballyconra,,,1.4,1.6,1.2,2.0,,,,
649,Ballyconra,,,1.4,1.6,1.0,1.9,,,,
650,Ballyconra,,,,,,,,,,
651,Ballyconra,10,10,,,,,,,,
652,Ballyconra,10,10,,,,,,,,
653,Ballyconra,,,,,,,,,,
654,Ballyconra,,,,,,,,,,
655,Ballycoolin,30,30,18.3,15.6,8.6,17.2,17.8,16.2,7.7,15.8
656,Ballycoolin,10,10,7.2,5.5,2.8,6.6,6.7,5.5,2.6,5.9
657,Ballycoolin,,,7.2,5.6,2.9,6.6,6.8,5.6,2.7,6.0
658,Ballycoolin,,,2.4,2.0,1.2,2.4,2.7,2.4,1.2,2.5
659,Ballycoolin,,,0.8,0.8,0.7,1.0,0.5,0.5,0.4,0.4
660,Ballycoolin,,,4.0,2.8,1.0,3.3,3.6,2.8,1.1,3.1
661,Ballycoolin,10,10,6.5,6.7,4.0,6.4,7.0,7.3,3.2,6.1
662,Ballycoolin,,,6.5,6.7,4.1,6.5,7.0,7.4,3.2,6.2
663,Ballycoolin,,,0.9,0.7,0.5,0.8,0.9,0.8,0.4,0.9
664,Ballycoolin,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,Ballycoolin,,,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
666,Ballycoolin,,,2.5,2.1,1.6,3.0,3.1,2.4,1.5,2.8
667,Ballycoolin,,,0.4,0.3,0.1,0.4,0.4,0.4,0.1,0.3
668,Ballycoolin,,,1.8,2.7,1.3,1.2,1.7,2.8,0.6,1.3
669,Ballycoolin,,,0.9,0.8,0.6,0.9,1.0,0.9,0.6,0.9
670,Ballycoolin,10,10,4.6,3.4,1.8,4.2,4.2,3.4,1.9,3.8
671,Ballycoolin,,,4.7,3.5,1.8,4.2,4.2,3.3,1.8,3.8
672,Ballycoolin,,,1.3,1.0,0.4,1.3,1.2,0.8,0.5,1.1
673,Ballycoolin,,,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
674,Ballycoolin,,,3.3,2.5,1.4,3.0,3.0,2.5,1.3,2.7
675,Ballycrossaun,10,9,4.4,5.0,1.6,4.1,4.2,5.1,1.5,3.7
676,Ballycrossaun,5,4.5,2.2,2.5,0.8,2.0,2.2,2.5,0.7,1.7
677,Ballycrossaun,5,4.5,2.2,2.5,0.8,2.0,2.0,2.6,0.8,2.0
678,Ballycrossaun,T421∥T422,,4.2,4.7,1.3,3.2,4.0,4.6,1.1,2.6
679,Ballycrossaun,,,0.1,0.2,0.0,0.0,0.1,0.2,0.0,0.0
680,Ballycrossaun,,,0.7,1.1,0.0,0.0,0.7,1.0,0.0,0.0
681,Ballycrossaun,,,1.2,0.8,0.4,1.4,1.2,0.8,0.2,1.0
682,Ballycrossaun,,,0.5,0.8,0.3,0.5,0.5,0.8,0.3,0.4
683,Ballycrossaun,,,1.6,1.8,0.6,1.3,1.6,1.8,0.6,1.2
684,Ballydehob,5,5,2.1,2.8,1.2,2.3,,,,
685,Ballydehob,5,5,2.1,2.8,1.2,2.3,,,,
686,Ballydehob,,,2.2,3.1,1.3,2.5,2.2,2.9,1.3,2.0
687,Ballydehob,,,1.0,1.4,0.6,1.4,0.9,1.3,0.6,0.9
688,Ballydehob,,,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.1
689,Ballydehob,,,1.0,1.4,0.7,0.9,1.1,1.3,0.7,1.0
690,Ballydine,31.5,31.5,9.3,10.7,3.3,5.6,,,,
691,Ballydine,31.5,31.5,9.3,10.7,3.3,5.6,,,,
692,Ballydine,,,9.6,11.2,3.6,6.1,7.8,11.9,3.2,8.3
693,Ballydine,,,9.4,11.1,3.4,5.9,7.7,11.9,3.1,8.2
694,Ballydine,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,Ballydine,,,0.2,0.2,0.2,0.2,0.0,0.0,0.1,0.1
696,Ballydoorlis,,,,,,,,,,
697,Ballydoorlis,,,,,,,,,,
698,Ballygar,7,5,4.7,5.9,1.4,4.2,,,,
699,Ballygar,2,0,0.0,0.0,0.0,0.0,,,,
700,Ballygar,5,5,4.7,5.8,1.4,4.2,,,,
701,Ballygar,,,4.8,5.8,0.5,2.2,4.8,4.2,0.6,2.8
702,Ballygar,,,2.8,3.3,0.5,2.2,2.5,1.6,0.6,2.8
703,Ballygar,,,0.8,1.4,0.0,0.0,0.8,1.5,,
713,Ballygar,,,1.2,1.1,0.0,0.0,1.5,1.0,,
714,Ballyhale,10,10,5.7,7.6,2.1,3.8,4.6,6.4,2.0,3.7
715,Ballyhale,5,5,2.2,3.3,0.9,1.6,1.9,3.3,0.9,1.8
716,Ballyhale,,,2.1,3.1,0.8,1.5,1.9,3.0,0.8,1.7
717,Ballyhale,,,0.4,0.5,0.1,0.3,0.4,0.5,0.1,0.3
718,Ballyhale,,,0.8,1.2,0.3,0.6,0.7,1.1,0.3,0.7
719,Ballyhale,,,0.9,1.4,0.4,0.7,0.8,1.4,0.4,0.7
720,Ballyhale,5,5,3.4,4.4,1.2,2.2,2.6,3.1,1.1,1.9
721,Ballyhale,,,3.1,3.8,1.1,1.9,2.4,3.1,1.1,1.8
722,Ballyhale,,,3.1,3.8,1.1,1.9,2.4,3.1,1.1,1.8
723,Ballyhale,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,Ballyhaunis,10,9,7.4,6.9,2.9,6.1,7.0,7.2,2.6,5.9
725,Ballyhaunis,5,4.5,3.7,3.5,1.5,3.0,3.5,3.6,1.3,2.9
726,Ballyhaunis,5,4.5,3.7,3.5,1.5,3.0,3.5,3.6,1.3,2.9
727,Ballyhaunis,,,7.1,7.1,2.9,5.9,6.6,7.0,2.7,5.7
728,Ballyhaunis,,,0.0,0.0,0.0,0.0,,,,
729,Ballyhaunis,,,1.3,2.1,0.6,1.0,1.3,2.1,0.6,1.0
730,Ballyhaunis,,,3.0,2.3,1.5,3.0,3.1,2.4,1.4,2.8
731,Ballyhaunis,,,1.2,1.4,0.4,0.9,1.2,1.3,0.4,0.9
732,Ballyhaunis,,,0.0,0.0,0.0,0.0,,,,
733,Ballyhaunis,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,Ballyhaunis,,,1.6,1.2,0.4,1.0,1.2,1.1,0.3,1.0
735,Ballyjamesduff,20,20,6.9,7.2,3.0,6.1,7.9,9.7,3.0,7.2
736,Ballyjamesduff,10,10,2.3,3.0,1.2,2.3,3.0,4.5,1.1,3.0
737,Ballyjamesduff,,,2.3,3.0,1.2,2.3,3.0,4.4,1.1,3.0
738,Ballyjamesduff,,,1.3,1.6,0.5,1.2,1.9,2.8,0.5,1.9
739,Ballyjamesduff,,,1.1,1.4,0.7,1.1,1.1,1.6,0.7,1.1
740,Ballyjamesduff,10,10,4.6,4.2,1.8,3.8,4.9,5.2,1.9,4.2
741,Ballyjamesduff,,,3.7,4.2,1.8,3.8,4.9,5.2,1.9,4.1
742,Ballyjamesduff,,,0.5,0.9,0.3,0.5,0.5,0.7,0.2,0.4
743,Ballyjamesduff,,,1.1,1.3,0.3,1.1,2.1,2.6,0.9,1.8
744,Ballyjamesduff,,,2.1,2.0,1.2,2.3,2.3,1.9,0.8,1.9
745,Ballykett,,,,,,,,,,
746,Ballykett,,,,,,,,,,
747,Ballylickey,31.5,31.5,10.5,12.7,4.8,8.3,,,,
748,Ballylickey,31.5,31.5,10.5,12.7,4.8,8.3,,,,
749,Ballylickey,,,9.4,11.7,4.9,8.2,9.8,15.7,4.5,8.2
750,Ballylickey,,,,,,,,,,
751,Ballylickey,,,6.5,7.5,2.8,5.4,5.8,7.2,2.3,5.0
752,Ballylickey,,,2.9,4.2,2.0,2.9,4.0,8.5,2.2,3.3
753,Ballylickey,,,0.0,0.0,0.1,0.0,,,,
754,Ballylickey,10,10,0.0,0.0,0.1,0.0,,,,
755,Ballylickey,10,10,0.0,0.0,0.1,0.0,,,,
756,Ballylickey,,,0.0,0.0,0.1,0.0,,,,
