,station_name,installed_capacity,planned_capacity,winter_valley_18_19,winter_peak_18_19,summer_valley_18_19,summer_peak_18_19,winter_valley_16_17,winter_peak_16_17,summer_valley_16_17,summer_peak_16_17
6774,Pollerton,,1.5,0.5,0.0,1.4,1.5,0.4,1.0,,
6775,Pollerton,,1.9,0.6,0.0,1.9,2.6,0.6,1.6,,
6776,Pollerton,,1.3,1.1,1.3,1.2,1.3,1.0,1.2,,
6777,Pollerton,,1.3,0.6,1.1,1.3,2.2,0.5,1.1,,
6778,Pollerton,10,5.1,1.7,8.7,4.9,6.1,1.6,4.2,,
6779,Pollerton,,5.1,1.7,4.2,5.0,6.2,1.5,4.2,,
6780,Pollerton,,0.3,0.0,0.3,0.3,0.2,0.0,0.2,,
6781,Pollerton,,2.4,0.9,1.8,2.2,3.4,0.8,1.8,,
6782,Pollerton,,1.7,0.5,1.7,1.9,1.7,0.5,1.7,,
6783,Pollerton,,0.7,0.3,0.5,0.6,1.0,0.2,0.5,,
6784,Poppintree,40,18.0,8.3,15.2,19.0,21.4,7.0,14.9,,
6785,Poppintree,20,7.2,3.5,6.6,8.9,8.1,2.3,6.3,,
6786,Poppintree,,7.1,3.3,6.6,8.8,8.1,2.2,6.4,,
6787,Poppintree,,1.5,1.8,1.9,3.3,3.0,0.8,1.5,,
6788,Poppintree,,0.9,0.3,0.9,0.7,0.6,0.2,0.7,,
6789,Poppintree,,1.2,0.3,0.9,1.1,1.0,0.4,1.0,,
6790,Poppintree,,1.5,0.5,1.4,1.7,1.6,0.3,1.5,,
6791,Poppintree,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
6792,Poppintree,,0.1,0.0,0.0,0.0,0.1,0.0,0.0,,
6793,Poppintree,,2.0,0.5,1.5,2.1,1.7,0.6,1.7,,
6794,Poppintree,20,10.8,4.8,8.6,10.1,13.3,4.7,8.6,,
6795,Poppintree,,10.5,4.7,8.4,9.8,13.0,4.5,8.6,,
6796,Poppintree,,0.9,0.4,0.8,0.9,0.7,0.5,0.9,,
6806,Poppintree,,,2.4,2.8,0.8,1.8,2.4,3.1,0.9,1.9
6807,Poppintree,,,1.9,2.7,0.9,1.7,2.0,2.8,0.8,1.7
6808,Poppintree,,,2.7,3.3,1.4,2.3,2.5,3.3,1.2,2.3
6809,Poppintree,,,1.3,2.3,0.6,1.0,1.1,2.2,0.6,1.0
6810,Poppintree,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6811,Poppintree,,,1.2,1.0,0.5,0.8,0.9,1.0,0.5,0.8
6812,Portarlington,15,14,8.5,10.8,3.4,6.7,8.1,10.9,3.7,6.8
6813,Portarlington,5,4.5,2.8,3.4,0.8,2.1,2.7,3.4,1.0,2.2
6814,Portarlington,5,4.5,2.8,3.4,0.8,2.1,2.5,3.2,0.8,2.0
6815,Portarlington,,,5.6,6.9,1.7,4.2,5.2,6.7,1.8,4.3
6816,Portarlington,,,0.6,1.0,0.2,0.4,0.5,1.0,0.4,0.4
6817,Portarlington,,,2.5,2.7,0.9,1.9,2.3,2.5,0.7,1.9
6818,Portarlington,,,1.3,1.3,0.2,1.0,1.2,1.3,0.3,1.2
6819,Portarlington,,,1.1,1.9,0.4,0.9,1.1,1.9,0.4,0.9
6820,Portarlington,5,5,3.0,4.0,1.7,2.5,2.9,4.3,1.9,2.5
6821,Portarlington,,,2.9,3.7,1.7,2.3,2.8,3.9,1.8,2.4
6822,Portarlington,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6823,Portarlington,,,1.1,1.3,0.9,0.7,1.1,1.3,1.0,0.8
6824,Portarlington,,,1.8,2.3,0.8,1.6,1.8,2.6,0.8,1.6
6825,Portlaoise 110kv,63,56.7,48.8,58.0,18.3,42.1,46.1,65.4,15.5,38.8
6826,Portlaoise 110kv,31.5,28.35,24.4,29.0,9.1,21.0,23.0,32.7,7.7,19.4
6827,Portlaoise 110kv,31.5,28.35,24.4,29.0,9.1,21.0,23.1,32.8,7.8,19.4
6828,Portlaoise 110kv,,,48.7,58.1,18.6,42.4,46.1,65.3,15.6,38.7
6829,Portlaoise 110kv,,,7.7,7.4,2.4,7.4,7.4,8.0,2.5,7.1
6830,Portlaoise 110kv,,,9.0,11.0,4.0,7.3,8.5,11.2,3.9,7.5
6831,Portlaoise 110kv,,,4.6,5.2,1.8,4.3,4.4,5.4,1.1,4.1
6832,Portlaoise 110kv,,,8.7,10.9,2.8,7.7,7.5,9.7,2.8,6.4
6833,Portlaoise 110kv,,,10.5,13.9,3.7,8.3,10.3,13.6,3.6,8.8
6834,Portlaoise 110kv,,,3.2,3.5,2.1,3.3,3.7,11.2,0.2,1.0
6835,Portlaoise 110kv,,,5.1,6.3,1.8,4.1,4.3,6.2,1.6,3.8
6836,Portlaoise 110kv,20,20,16.7,18.3,6.4,14.7,15.9,19.2,6.3,14.6
6837,Portlaoise 110kv,10,10,7.7,7.4,2.4,7.4,7.4,8.0,2.5,7.1
6838,Portlaoise 110kv,,,7.1,6.8,1.8,6.7,6.9,7.3,1.9,6.3
6839,Portlaoise 110kv,,,0.8,0.3,0.0,0.3,0.7,0.4,0.1,0.2
6840,Portlaoise 110kv,,,0.2,0.2,0.1,0.1,0.4,0.3,0.1,0.3
6841,Portlaoise 110kv,,,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.1
6842,Portlaoise 110kv,,,4.5,4.7,1.4,5.0,4.1,5.0,1.3,4.5
6843,Portlaoise 110kv,,,1.5,1.5,0.3,1.2,1.4,1.4,0.4,1.2
6844,Portlaoise 110kv,10,10,9.0,11.0,4.0,7.3,8.5,11.2,3.9,7.5
6845,Portlaoise 110kv,,,8.8,10.8,3.7,7.2,8.4,11.0,3.5,7.4
6846,Portlaoise 110kv,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6847,Portlaoise 110kv,,,2.4,2.8,1.1,1.7,2.4,3.0,1.1,1.9
6848,Portlaoise 110kv,,,1.7,2.4,0.6,1.2,1.6,2.4,0.5,1.6
6849,Portlaoise 110kv,,,1.1,1.2,0.1,1.1,1.2,1.4,0.1,1.1
6850,Portlaoise 110kv,,,2.1,2.7,0.9,1.6,1.9,2.9,0.8,1.4
6851,Portlaoise 110kv,,,1.6,1.7,0.9,1.6,1.4,1.3,1.0,1.5
6852,Portlaw,4,3.6,1.5,1.4,2.9,3.1,0.6,0.9,0.3,0.8
6853,Portlaw,2,1.8,0.8,0.7,1.5,1.5,0.3,0.5,0.2,0.4
6854,Portlaw,2,1.8,0.8,0.7,1.5,1.5,0.3,0.5,0.2,0.4
6855,Portlaw,,,1.5,1.4,1.2,1.3,0.7,0.9,0.3,0.8
6856,Portlaw,,,0.2,0.3,0.1,0.1,0.2,0.3,0.1,0.1
6857,Portlaw,,,0.1,0.1,0.0,0.0,0.1,0.1,,
6858,Portlaw,,,0.5,0.5,0.3,0.5,0.5,0.5,0.3,0.7
6859,Portlaw,,,,,,,,,,
6860,Portlaw,,,0.7,0.5,0.8,0.6,0.0,0.0,0.0,0.0
6861,Portmarnock,,,0.2,0.1,0.0,0.2,,,,
6862,Portmarnock,,,0.0,0.0,0.0,0.0,,,,
6863,Portmarnock,,,0.2,0.1,0.0,0.2,,,,
6864,Pottery Road,40,40,12.9,14.9,5.6,11.6,12.1,14.9,5.7,10.9
6865,Pottery Road,20,20,6.2,6.6,4.1,5.6,6.2,7.5,4.1,5.6
6866,Pottery Road,,,5.9,6.4,4.8,5.2,6.2,7.7,4.1,5.8
6867,Pottery Road,,,1.0,1.4,0.3,0.7,1.0,1.5,0.3,0.7
6868,Pottery Road,,,1.5,1.6,1.2,0.8,0.5,0.5,0.1,0.4
6869,Pottery Road,,,0.6,0.6,0.3,0.7,1.8,2.9,1.0,0.9
6870,Pottery Road,,,2.8,2.8,3.0,3.0,2.9,2.8,2.7,3.8
6871,Pottery Road,20,20,6.7,8.3,1.5,6.0,5.9,7.5,1.6,5.3
6872,Pottery Road,,,7.0,8.4,1.5,6.2,5.9,7.6,1.6,5.4
6873,Pottery Road,,,4.3,4.6,0.4,4.6,3.6,3.7,0.4,3.7
6874,Pottery Road,,,1.1,1.5,0.4,0.6,0.9,1.5,0.4,0.7
6875,Pottery Road,,,1.7,2.3,0.7,0.9,1.3,2.4,0.7,1.0
6876,Pottery Road,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6877,Purcells Inch,15,15,3.3,3.5,1.0,2.4,3.5,3.4,1.1,2.6
6878,Purcells Inch,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6879,Purcells Inch,10,10,3.3,3.5,1.0,2.4,3.5,3.4,1.1,2.6
6880,Purcells Inch,,,3.3,3.5,1.0,2.4,3.4,3.3,1.1,2.5
6881,Purcells Inch,,,1.7,1.8,0.5,1.3,1.5,1.3,0.5,0.8
6882,Purcells Inch,,,1.0,1.3,0.4,0.7,1.2,1.6,0.4,1.1
6883,Purcells Inch,,,0.6,0.4,0.2,0.5,0.8,0.5,0.2,0.6
6884,Rahans,5,5,2.6,2.8,1.7,3.2,,,,
6885,Rahans,5,5,2.6,2.8,1.7,3.2,,,,
6886,Rahans,,,2.6,2.8,1.7,3.2,2.8,2.8,1.8,2.0
6887,Rahans,,,1.8,1.9,1.3,2.5,2.1,1.7,1.2,1.4
6888,Rahans,,,0.9,0.9,0.4,0.7,0.8,1.0,0.6,0.7
6889,Rahans,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6890,Raheen,20,20,13.4,15.0,5.8,13.3,13.6,15.1,4.9,11.3
6891,Raheen,10,10,6.9,7.3,3.3,6.7,6.2,7.0,2.9,5.0
6892,Raheen,,,6.9,7.3,3.3,6.7,6.3,6.9,2.9,4.9
6893,Raheen,,,1.5,2.1,0.5,0.8,1.0,1.8,0.2,0.4
6894,Raheen,,,1.0,1.0,0.4,1.1,1.1,1.0,0.3,0.9
6895,Raheen,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6896,Raheen,,,2.7,2.8,1.5,2.8,2.7,3.0,1.4,2.3
6897,Raheen,,,1.7,1.4,0.9,2.0,1.4,1.2,1.0,1.3
6898,Raheen,10,10,6.5,7.7,2.5,6.6,7.3,8.1,2.0,6.3
6899,Raheen,,,6.5,7.7,2.5,6.6,7.4,8.1,2.0,6.3
6900,Raheen,,,2.7,2.6,1.1,3.1,2.9,2.4,0.5,2.6
6901,Raheen,,,1.0,1.5,0.4,0.9,1.8,2.4,0.6,1.4
6902,Raheen,,,1.9,1.6,0.6,1.9,1.7,1.3,0.4,1.5
6903,Raheen,,,0.9,2.0,0.4,0.7,0.9,1.9,0.4,0.8
6904,Raheen,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6905,Raheen Barr,,,,,,,,,,
6906,Raheen Barr,,,,,,,,,,
6907,Raheen Barr,,,,,,,,,,
6908,Raheny,,,0.7,0.3,0.0,0.3,,,,
6909,Raheny,,,0.0,0.0,0.0,0.0,,,,
6910,Raheny,,,0.7,0.3,0.0,0.3,,,,
6911,Ramparts,20,20,9.0,9.1,2.4,9.6,8.7,8.9,2.3,7.7
6921,Ramparts,10,10,3.8,4.4,1.2,4.4,3.9,4.5,1.1,2.8
6922,Ramparts,,,3.7,4.4,1.1,4.3,3.8,4.5,0.9,2.8
6923,Ramparts,,,0.9,1.4,0.3,2.3,1.0,1.6,0.3,0.8
6924,Ramparts,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6925,Ramparts,,,1.4,1.7,0.6,1.1,1.3,1.6,0.4,1.0
6926,Ramparts,,,0.6,0.4,0.0,0.4,0.5,0.4,0.0,0.4
6927,Ramparts,,,0.9,0.9,0.2,0.6,1.0,0.9,0.3,0.7
6928,Ramparts,10,10,5.1,4.7,1.2,5.2,4.8,4.3,1.2,4.9
6929,Ramparts,,,5.1,4.7,1.1,5.1,4.7,4.3,1.1,4.9
6930,Ramparts,,,1.3,1.4,0.3,1.0,1.2,1.2,0.2,1.5
6931,Ramparts,,,0.6,0.5,0.0,0.7,0.6,0.5,0.0,0.7
6932,Ramparts,,,1.5,1.2,0.3,1.1,1.4,1.2,0.3,1.2
6933,Ramparts,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6934,Ramparts,,,1.7,1.6,0.6,2.5,1.5,1.4,0.6,1.6
6935,Ramstown,10,9,6.7,7.0,0.0,0.0,6.4,8.6,,
6936,Ramstown,5,4.5,3.3,3.5,0.0,0.0,3.2,4.4,,
6937,Ramstown,5,4.5,3.3,3.5,0.0,0.0,3.2,4.3,,
6938,Ramstown,,,6.6,7.8,0.0,0.0,6.2,8.4,,
6939,Ramstown,,,2.0,2.3,0.0,0.0,0.8,0.9,,
6940,Ramstown,,,0.1,0.1,0.0,0.0,1.8,2.9,,
6941,Ramstown,,,2.0,2.4,0.0,0.0,1.9,2.3,,
6942,Ramstown,,,2.1,2.5,0.0,0.0,1.2,2.1,,
6943,Ramstown,,,0.4,0.6,0.0,0.0,0.4,0.3,,
6944,Randalstown,5,5,3.4,4.5,1.6,3.2,,,,
6945,Randalstown,5,5,3.4,4.5,1.6,3.2,,,,
6946,Randalstown,,,3.5,4.8,0.9,2.1,3.4,4.9,1.5,1.4
6947,Randalstown,,,1.5,2.6,0.0,0.0,1.5,2.6,,
6948,Randalstown,,,1.5,1.8,0.4,1.3,1.7,2.1,1.3,1.2
6949,Randalstown,,,0.4,0.4,0.5,0.8,0.2,0.2,0.2,0.2
6950,Rathcahill,,,,,,,,,,
6951,Rathcahill,,,,,,,,,,
6952,Rathdown,,,0.0,0.0,0.0,0.0,,,,
6953,Rathdown,,,0.0,0.0,0.0,0.0,,,,
6954,Rathdowney,5,5,3.1,3.7,1.3,2.9,,,,
6955,Rathdowney,5,5,3.1,3.7,1.3,2.9,,,,
6956,Rathdowney,,,3.0,3.5,1.2,2.8,2.7,3.5,1.2,2.4
6957,Rathdowney,,,1.1,0.8,0.5,1.2,1.0,0.9,0.5,1.0
6958,Rathdowney,,,1.1,1.6,0.4,0.9,1.0,1.5,0.4,0.9
6959,Rathdowney,,,0.7,1.2,0.3,0.7,0.7,1.1,0.3,0.6
6960,Rathdrum,,,2.1,3.2,1.0,2.0,,,,
6961,Rathdrum,,,2.1,3.2,1.0,2.0,,,,
6962,Rathdrum,,,0.0,0.0,0.0,0.0,,,,
6963,Rathdrum,5,5,2.1,3.2,1.0,2.0,,,,
6964,Rathdrum,5,5,2.1,3.2,1.0,2.0,,,,
6965,Rathdrum,,,2.1,3.2,1.0,2.0,2.4,3.2,1.1,2.1
6966,Rathdrum,,,1.2,1.3,0.4,0.8,1.1,1.3,0.4,0.8
6967,Rathdrum,,,0.9,1.8,0.6,1.2,1.4,1.9,0.7,1.3
6968,Rathgoggin,10,9,3.2,3.4,1.4,2.5,3.3,3.5,3.5,2.9
6969,Rathgoggin,5,4.5,1.6,1.7,0.7,1.3,1.5,1.7,0.7,1.2
6970,Rathgoggin,5,4.5,1.6,1.7,0.7,1.3,1.7,1.8,2.7,1.7
6971,Rathgoggin,,,3.3,3.4,1.0,2.4,3.1,3.4,3.5,2.8
6972,Rathgoggin,,,1.8,1.9,0.6,1.4,1.8,1.9,0.8,1.2
6973,Rathgoggin,,,1.1,1.0,0.3,0.8,1.0,1.1,2.7,1.3
6974,Rathgoggin,,,0.3,0.5,0.1,0.2,0.3,0.5,0.0,0.2
6975,Rathkeale,60,54,23.4,35.8,9.0,21.2,26.6,34.5,10.7,19.9
6976,Rathkeale,30,27,11.7,17.9,4.5,10.6,13.4,17.2,5.3,9.9
6977,Rathkeale,30,27,11.7,17.9,4.5,10.6,13.2,17.3,5.3,9.9
6978,Rathkeale,T141∥T142,,30.6,35.5,9.6,21.2,22.7,30.5,11.4,19.0
6979,Rathkeale,,,,,,,,,,
6980,Rathkeale,,,8.7,19.3,3.5,7.2,7.8,10.4,3.7,7.6
6981,Rathkeale,,,17.8,12.2,4.2,8.5,10.0,12.7,3.3,8.0
6982,Rathkeale,,,1.0,0.8,1.5,4.0,4.9,5.7,1.6,3.3
6983,Rathkeale,,,3.1,3.3,0.4,1.5,0.0,1.7,2.8,0.0
6984,Rathmore,,,3.4,4.7,1.7,4.4,,,,
6985,Rathmore,,,1.8,2.4,0.9,2.3,,,,
6986,Rathmore,,,1.6,2.3,0.9,2.1,,,,
6987,Rathmore,,,,,,,,,,
6988,Rathmore,10,10,3.4,4.7,1.7,4.4,4.9,5.4,1.8,5.1
6989,Rathmore,5,5,1.6,2.3,0.9,2.1,2.1,2.0,0.9,2.5
6990,Rathmore,,,1.9,2.3,0.8,2.0,2.0,1.9,0.9,1.1
6991,Rathmore,,,1.4,1.5,0.0,1.3,1.4,1.5,0.5,
6992,Rathmore,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6993,Rathmore,,,0.5,0.8,0.8,0.7,0.5,0.4,0.4,1.1
6994,Rathmore,5,5,1.8,2.4,0.9,2.3,2.8,3.4,0.9,2.6
6995,Rathmore,,,1.7,2.5,1.0,2.5,2.9,3.4,1.0,2.7
6996,Rathmore,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6997,Rathmore,,,1.4,2.0,0.6,0.8,0.9,1.6,0.5,0.8
6998,Rathmore,,,0.3,0.5,0.4,1.7,2.0,1.9,0.5,1.9
6999,Rathmullan,20,20,12.0,12.8,4.7,12.3,,,,
7000,Rathmullan,10,10,4.9,4.2,2.2,4.2,,,,
7001,Rathmullan,,,4.5,3.8,2.0,3.8,0.0,0.0,1.4,3.0
7002,Rathmullan,,,2.2,1.4,1.3,1.9,0.0,0.0,0.8,1.4
7003,Rathmullan,,,2.2,2.4,0.7,1.9,0.0,0.0,0.7,1.5
7004,Rathmullan,,,0.0,0.0,0.0,0.0,,,,
7005,Rathmullan,,,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
7006,Rathmullan,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7007,Rathmullan,10,10,7.2,8.6,2.5,8.1,,,,
7008,Rathmullan,,,7.1,8.3,2.2,7.4,9.2,10.1,2.1,6.0
7009,Rathmullan,,,0.9,1.0,0.0,0.0,1.7,2.1,,
7010,Rathmullan,,,0.3,0.5,0.1,0.2,0.4,0.6,0.1,0.3
7011,Rathmullan,,,2.7,3.8,1.0,4.0,3.6,3.8,0.9,2.3
7012,Rathmullan,,,3.3,3.0,1.1,3.1,3.4,3.4,1.1,3.2
7013,Rathmullan,,,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1
7014,Reamore,126,126,,,,,,,,
7024,Reamore,10,10,3.8,4.4,1.2,4.4,3.9,4.5,1.1,2.8
7025,Reamore,,,3.7,4.4,1.1,4.3,3.8,4.5,0.9,2.8
7026,Reamore,,,0.9,1.4,0.3,2.3,1.0,1.6,0.3,0.8
7027,Reamore,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7028,Reamore,,,1.4,1.7,0.6,1.1,1.3,1.6,0.4,1.0
7029,Reamore,,,0.6,0.4,0.0,0.4,0.5,0.4,0.0,0.4
7030,Reamore,,,0.9,0.9,0.2,0.6,1.0,0.9,0.3,0.7
7031,Reamore,10,10,5.1,4.7,1.2,5.2,4.8,4.3,1.2,4.9
7032,Reamore,,,5.1,4.7,1.1,5.1,4.7,4.3,1.1,4.9
7033,Reamore,,,1.3,1.4,0.3,1.0,1.2,1.2,0.2,1.5
7034,Reamore,,,0.6,0.5,0.0,0.7,0.6,0.5,0.0,0.7
7035,Reamore,,,1.5,1.2,0.3,1.1,1.4,1.2,0.3,1.2
7036,Reamore,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7037,Reamore,,,1.7,1.6,0.6,2.5,1.5,1.4,0.6,1.6
7038,Ramstown,10,9,6.7,7.0,0.0,0.0,6.4,8.6,,
7039,Ramstown,5,4.5,3.3,3.5,0.0,0.0,3.2,4.4,,
7040,Ramstown,5,4.5,3.3,3.5,0.0,0.0,3.2,4.3,,
7041,Ramstown,,,6.6,7.8,0.0,0.0,6.2,8.4,,
7042,Ramstown,,,2.0,2.3,0.0,0.0,0.8,0.9,,
7043,Ramstown,,,0.1,0.1,0.0,0.0,1.8,2.9,,
7044,Ramstown,,,2.0,2.4,0.0,0.0,1.9,2.3,,
7045,Ramstown,,,2.1,2.5,0.0,0.0,1.2,2.1,,
7046,Ramstown,,,0.4,0.6,0.0,0.0,0.4,0.3,,
7047,Randalstown,5,5,3.4,4.5,1.6,3.2,,,,
7048,Randalstown,5,5,3.4,4.5,1.6,3.2,,,,
7049,Randalstown,,,3.5,4.8,0.9,2.1,3.4,4.9,1.5,1.4
7050,Randalstown,,,1.5,2.6,0.0,0.0,1.5,2.6,,
7051,Randalstown,,,1.5,1.8,0.4,1.3,1.7,2.1,1.3,1.2
7052,Randalstown,,,0.4,0.4,0.5,0.8,0.2,0.2,0.2,0.2
7053,Rathcahill,,,,,,,,,,
7054,Rathcahill,,,,,,,,,,
7055,Rathdown,,,0.0,0.0,0.0,0.0,,,,
7056,Rathdown,,,0.0,0.0,0.0,0.0,,,,
7057,Rathdowney,5,5,3.1,3.7,1.3,2.9,,,,
7058,Rathdowney,5,5,3.1,3.7,1.3,2.9,,,,
7059,Rathdowney,,,3.0,3.5,1.2,2.8,2.7,3.5,1.2,2.4
7060,Rathdowney,,,1.1,0.8,0.5,1.2,1.0,0.9,0.5,1.0
7061,Rathdowney,,,1.1,1.6,0.4,0.9,1.0,1.5,0.4,0.9
7062,Rathdowney,,,0.7,1.2,0.3,0.7,0.7,1.1,0.3,0.6
7063,Rathdrum,,,2.1,3.2,1.0,2.0,,,,
7064,Rathdrum,,,2.1,3.2,1.0,2.0,,,,
7065,Rathdrum,,,0.0,0.0,0.0,0.0,,,,
7066,Rathdrum,5,5,2.1,3.2,1.0,2.0,,,,
7067,Rathdrum,5,5,2.1,3.2,1.0,2.0,,,,
7068,Rathdrum,,,2.1,3.2,1.0,2.0,2.4,3.2,1.1,2.1
7069,Rathdrum,,,1.2,1.3,0.4,0.8,1.1,1.3,0.4,0.8
7070,Rathdrum,,,0.9,1.8,0.6,1.2,1.4,1.9,0.7,1.3
7071,Rathgoggin,10,9,3.2,3.4,1.4,2.5,3.3,3.5,3.5,2.9
7072,Rathgoggin,5,4.5,1.6,1.7,0.7,1.3,1.5,1.7,0.7,1.2
7073,Rathgoggin,5,4.5,1.6,1.7,0.7,1.3,1.7,1.8,2.7,1.7
7074,Rathgoggin,,,3.3,3.4,1.0,2.4,3.1,3.4,3.5,2.8
7075,Rathgoggin,,,1.8,1.9,0.6,1.4,1.8,1.9,0.8,1.2
7076,Rathgoggin,,,1.1,1.0,0.3,0.8,1.0,1.1,2.7,1.3
7077,Rathgoggin,,,0.3,0.5,0.1,0.2,0.3,0.5,0.0,0.2
7078,Rathkeale,60,54,23.4,35.8,9.0,21.2,26.6,34.5,10.7,19.9
7079,Rathkeale,30,27,11.7,17.9,4.5,10.6,13.4,17.2,5.3,9.9
7080,Rathkeale,30,27,11.7,17.9,4.5,10.6,13.2,17.3,5.3,9.9
7081,Rathkeale,T141∥T142,,30.6,35.5,9.6,21.2,22.7,30.5,11.4,19.0
7082,Rathkeale,,,,,,,,,,
7083,Rathkeale,,,8.7,19.3,3.5,7.2,7.8,10.4,3.7,7.6
7084,Rathkeale,,,17.8,12.2,4.2,8.5,10.0,12.7,3.3,8.0
7085,Rathkeale,,,1.0,0.8,1.5,4.0,4.9,5.7,1.6,3.3
7086,Rathkeale,,,3.1,3.3,0.4,1.5,0.0,1.7,2.8,0.0
7087,Rathmore,,,3.4,4.7,1.7,4.4,,,,
7088,Rathmore,,,1.8,2.4,0.9,2.3,,,,
7089,Rathmore,,,1.6,2.3,0.9,2.1,,,,
7090,Rathmore,,,,,,,,,,
7091,Rathmore,10,10,3.4,4.7,1.7,4.4,4.9,5.4,1.8,5.1
7092,Rathmore,5,5,1.6,2.3,0.9,2.1,2.1,2.0,0.9,2.5
7093,Rathmore,,,1.9,2.3,0.8,2.0,2.0,1.9,0.9,1.1
7094,Rathmore,,,1.4,1.5,0.0,1.3,1.4,1.5,0.5,
7095,Rathmore,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7096,Rathmore,,,0.5,0.8,0.8,0.7,0.5,0.4,0.4,1.1
7097,Rathmore,5,5,1.8,2.4,0.9,2.3,2.8,3.4,0.9,2.6
7098,Rathmore,,,1.7,2.5,1.0,2.5,2.9,3.4,1.0,2.7
7099,Rathmore,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7100,Rathmore,,,1.4,2.0,0.6,0.8,0.9,1.6,0.5,0.8
7101,Rathmore,,,0.3,0.5,0.4,1.7,2.0,1.9,0.5,1.9
7102,Rathmullan,20,20,12.0,12.8,4.7,12.3,,,,
7103,Rathmullan,10,10,4.9,4.2,2.2,4.2,,,,
7104,Rathmullan,,,4.5,3.8,2.0,3.8,0.0,0.0,1.4,3.0
7105,Rathmullan,,,2.2,1.4,1.3,1.9,0.0,0.0,0.8,1.4
7106,Rathmullan,,,2.2,2.4,0.7,1.9,0.0,0.0,0.7,1.5
7107,Rathmullan,,,0.0,0.0,0.0,0.0,,,,
7108,Rathmullan,,,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
7109,Rathmullan,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7110,Rathmullan,10,10,7.2,8.6,2.5,8.1,,,,
7111,Rathmullan,,,7.1,8.3,2.2,7.4,9.2,10.1,2.1,6.0
7112,Rathmullan,,,0.9,1.0,0.0,0.0,1.7,2.1,,
7113,Rathmullan,,,0.3,0.5,0.1,0.2,0.4,0.6,0.1,0.3
7114,Rathmullan,,,2.7,3.8,1.0,4.0,3.6,3.8,0.9,2.3
7115,Rathmullan,,,3.3,3.0,1.1,3.1,3.4,3.4,1.1,3.2
7116,Rathmullan,,,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1
7117,Reamore,126,126,,,,,,,,
7127,Reamore,,,0.0,0.0,0.0,0.0,,,,
7128,Richfield,,,,,,,,,,
7129,Richfield,,,,,,,,,,
7130,Richmond,63,56.7,30.9,36.4,13.9,27.1,30.4,35.3,11.1,28.3
7131,Richmond,31.5,28.35,15.5,18.2,6.9,13.5,14.7,17.0,5.3,13.6
7132,Richmond,31.5,28.35,15.5,18.2,6.9,13.5,15.7,18.3,5.7,14.7
7133,Richmond,,,31.9,36.0,13.2,28.0,30.8,36.4,11.3,29.0
7134,Richmond,,,19.7,22.9,7.7,16.4,18.4,22.8,5.9,17.9
7135,Richmond,,,2.2,2.7,1.1,1.5,2.1,3.0,0.9,1.6
7136,Richmond,,,10.0,10.5,4.4,10.1,10.3,10.6,4.5,9.5
7137,Rineanna,20,20,13.7,13.8,5.9,12.8,14.2,14.6,6.5,12.5
7138,Rineanna,10,10,6.6,6.2,3.0,5.6,6.6,6.3,3.2,5.8
7139,Rineanna,,,6.6,6.2,2.9,5.6,6.6,6.3,3.2,5.7
7140,Rineanna,,,1.7,2.3,0.8,1.3,1.5,2.3,0.7,1.3
7141,Rineanna,,,1.3,0.8,0.3,1.1,1.5,0.9,0.4,1.3
7142,Rineanna,,,2.1,1.8,0.6,1.9,2.0,1.8,0.6,1.8
7143,Rineanna,,,1.4,1.3,1.2,1.3,1.5,1.4,1.4,1.4
7144,Rineanna,10,10,7.1,7.6,3.0,7.2,7.6,8.2,3.3,6.7
7145,Rineanna,,,7.1,7.6,3.0,7.2,7.5,8.2,3.4,6.8
7146,Rineanna,,,1.3,1.4,0.5,1.1,1.3,1.4,0.5,1.0
7147,Rineanna,,,1.2,2.2,0.5,0.9,1.2,2.3,0.5,1.0
7148,Rineanna,,,2.2,2.0,1.1,2.3,2.4,2.1,1.3,2.5
